sample_id,acceptance_status,acceptance_reason,trajectory_checksum,d_is_zero,mu_M1,mu_M2,hn,vn,kpn1,kpn12,mu_n12,a_inf2,mu_n10
619,accepted,,978503edf4b4dee7,True,2B,2A,1,2B,2B,2A,1,2A,2A
620,accepted,,b3c09c6a47b0b710,True,2B,2A,2B,2B,1,1,2B,2B,2A
621,accepted,,87c9af9785b9e3ee,False,2B,1,2B,2B,2A,1,2B,2A,2B
622,accepted,,34a9edd9ca00504a,False,2B,2B,1,2B,1,2A,1,2A,2A
623,accepted,,ca7275a796e56522,False,2A,2B,2B,2A,2B,1,1,1,1
624,accepted,,d7aaaf2d3a8faefe,False,2B,2A,2B,2A,2A,2B,2B,2A,2A
625,rejected,integration_exception: array must not contain infs or NaNs,,False,2B,2A,2B,2B,2B,2A,1,1,2B
626,accepted,,3e57dc8e5d94c1ba,True,2A,2A,1,2B,2B,1,1,2A,2A
627,accepted,,5ad0fb92793c1b16,True,1,2B,2B,2A,2A,1,2B,1,2A
628,accepted,,0ad9c7358ecb7173,True,1,2B,2B,2A,2B,2B,1,2A,2B
629,accepted,,a4568bae73c7a671,True,2B,2A,2B,2A,2B,1,2B,2B,2B
630,accepted,,19a3b396e9ad08d6,False,2B,2A,1,2A,1,2A,2B,2A,2B
631,accepted,,32be48e2d016c875,True,1,1,2B,2B,2B,2A,2B,2B,2B
632,accepted,,f23fd17698c8e605,True,2A,2B,1,2A,2B,1,1,1,2A
633,accepted,,3b3f74fb0632319a,False,1,2A,2B,2B,2B,2B,2B,2B,2A
634,accepted,,b9c83200c541ded8,False,2A,2B,2B,2A,1,1,1,2B,1
635,accepted,,abe3920a5838caed,False,1,2A,1,2B,2A,2B,1,2A,1
636,accepted,,89986647ceca2521,False,1,2B,1,2B,2A,2B,2B,2B,2B
637,accepted,,6da84cbd66a6c9db,True,2A,2A,2B,2B,2A,2A,2B,2A,1
638,accepted,,ffc1d3b96ad000c0,False,2A,1,2B,2A,2A,2B,2B,2A,1
639,accepted,,b3474e019d56db20,False,1,1,1,2B,2A,2A,2B,2B,1
640,accepted,,6b181e60af27c936,True,2B,2A,2B,2A,2B,2A,1,2A,1
641,accepted,,de14440e54597720,False,2B,2A,2B,2B,2A,1,1,1,2B
642,accepted,,ad9fe8094afab07c,False,2A,2A,1,2A,2B,2A,2B,2A,1
643,accepted,,671b0ae816b73c59,False,2A,1,2B,2B,2A,2A,1,1,2A
644,accepted,,6dcfbdf57857e8fa,True,2B,2A,1,2A,2B,2A,1,2A,1
645,accepted,,4a90d9caf145c388,True,1,2A,2B,2A,2B,2A,2B,2A,1
646,accepted,,9dcd377e61f4587e,True,1,2B,2B,2A,1,2A,2B,1,2A
647,accepted,,8a31c82e155ad4cb,False,2A,2A,1,2B,2B,2A,2B,1,2B
648,accepted,,3487ad5a8559e061,False,1,2A,1,2A,2B,1,2B,2B,2A
649,accepted,,8fdaaf5d32108979,True,1,1,2B,2B,1,1,1,2A,1
650,accepted,,de1682331ce284b5,True,2A,1,2B,2A,1,2B,2B,1,2B
651,accepted,,d35c8bf888c85ddb,False,1,1,2B,2A,1,2B,1,2A,2B
652,accepted,,f7daf396b9bcaddd,False,2B,2B,2B,2B,2B,2B,1,2A,2A
653,accepted,,8c663451903540e8,True,2B,1,2B,2A,2A,2B,2B,2A,1
654,accepted,,04aa2cb98733f8da,False,2B,2A,2B,2B,1,2B,1,2B,1
655,accepted,,82f3a3c83b6b18e9,True,1,2A,1,2B,2B,1,1,2B,2A
656,accepted,,3dd9cdfa7c92e973,True,2B,2B,2B,2B,2A,2A,2B,2A,2B
657,accepted,,dc50fbb5084c330a,True,2A,2B,2B,2B,1,2B,1,2B,2A
658,accepted,,bd532042ae6ae4a9,False,1,2B,2B,2B,2A,2B,1,2B,2B
659,accepted,,fa6d1234290e38c2,False,2A,2B,1,2A,2A,2B,1,2B,1
660,accepted,,c8852b10ff17b821,True,1,1,1,2B,1,1,1,2A,1
661,accepted,,273be83f4b4c7369,True,1,1,2B,2A,2B,1,1,1,1
662,accepted,,758ba04d030e4147,False,2A,2A,1,2B,1,2A,2B,2B,1
663,accepted,,3767c015886aee56,False,2A,2A,1,2B,2A,2B,1,2B,2B
664,accepted,,5c8d99c73af94492,True,2A,1,2B,2B,2A,1,2B,1,2B
665,accepted,,0df6661ac6a3e578,False,1,2B,1,2B,1,2B,1,2A,2A
666,accepted,,edbebcc39276bacd,False,2B,1,2B,2B,1,2B,2B,2B,2A
667,accepted,,cac3b258b14c31ea,False,2A,1,1,2B,2A,2B,1,2B,2A
668,accepted,,8819cbd02cd1e833,False,2B,1,2B,2B,2B,1,1,2B,2B
669,accepted,,bee2fc327c1bd4a8,True,2B,1,1,2A,2A,1,2B,2A,2B
670,accepted,,5a45e5b9ffb2ddc1,False,2B,2A,2B,2B,2A,2A,2B,1,2A
671,accepted,,c6761af2a2a1a4bb,False,1,2B,1,2B,1,1,1,1,2B
672,accepted,,4f960ed8cd404b80,False,2B,1,2B,2B,1,1,2B,2B,2B
673,accepted,,3fd95e780acf32f4,False,1,1,1,2A,1,2B,1,2A,1
674,accepted,,ef715ad277cc7abc,False,2A,2A,1,2B,2A,1,2B,1,2A
675,accepted,,9fa8ebfeca5c2662,True,1,2B,1,2B,1,2B,1,1,2A
676,accepted,,c98e78582522da24,False,1,2A,1,2A,2B,2B,1,2B,2A
677,accepted,,ef7a6a64e5e7ef32,True,1,2A,2B,2B,1,2A,2B,2A,2B
678,accepted,,f5211bdfa02ac7dd,False,1,2B,1,2A,2B,2A,1,2A,2B
679,accepted,,5c12f4f382fefa48,True,1,2B,2B,2B,1,2B,2B,2A,2B
680,accepted,,11ff7896b427b446,False,2B,2A,1,2B,2A,1,1,2B,2A
681,accepted,,5225797c76146111,False,2B,2B,1,2A,1,2B,2B,2A,2A
682,accepted,,61cf4e6906309b3b,True,2A,1,1,2A,2B,2B,2B,1,2B
683,accepted,,ba756c964d64d641,False,2A,2B,1,2A,2B,1,2B,1,2A
684,accepted,,9abf11e898bc3053,False,1,2B,2B,2B,1,2A,2B,1,1
685,accepted,,b91108b84287db1a,False,2A,2B,2B,2B,2B,2B,2B,2A,2B
686,accepted,,48c5404b7df4b27a,True,2A,2B,2B,2A,1,1,1,2A,2B
687,accepted,,6fde16d891a8c715,False,1,1,1,2A,2A,2B,2B,1,1
688,accepted,,57fdb0af198d96bb,True,1,1,2B,2A,2A,1,2B,2A,2B
689,accepted,,1638ca7eeb63f97e,True,2B,2B,1,2B,2A,2A,2B,1,2A
690,accepted,,5cdf420c1b217485,True,2B,1,2B,2B,1,1,2B,2A,2B
691,accepted,,63207d6594e61d6b,False,2B,2A,1,2A,2B,1,2B,2A,2B
692,accepted,,ac60ec9b7b30044d,False,2A,2B,1,2B,2B,1,1,2A,1
693,accepted,,c26e512346ffbc42,True,2B,2B,2B,2B,2B,1,1,2A,2B
694,accepted,,6b2571b873bdb8c9,False,2B,2B,2B,2B,2B,2B,2B,1,2B
695,accepted,,7ca2ecd4a3b733c7,False,2A,2B,1,2A,2A,2A,2B,2B,2B
696,accepted,,1932d6ad0f1c921f,False,2B,1,2B,2B,2A,2B,1,1,2B
697,accepted,,d038062f92e6e2ce,False,2A,2B,1,2A,1,2A,2B,2A,1
698,accepted,,6ce1d3aa73a9fcba,True,2A,2B,2B,2A,2A,2A,2B,2A,2A
699,accepted,,3837ac6d69f86a4f,False,1,2A,1,2A,2B,1,2B,1,2A
700,accepted,,827ba8b78eabdb36,True,2A,2B,2B,2B,2B,2A,1,2B,2A
701,accepted,,a94a16744b579ee0,False,2B,1,1,2A,2A,1,2B,2A,2A
702,accepted,,524ed95c12acd1ff,True,1,2B,2B,2A,2B,2A,1,2B,2B
703,accepted,,33f93c94d58eedfb,True,1,1,1,2A,2A,2B,2B,2B,2A
704,accepted,,1fa0715cd5cb7ae0,True,2B,2B,1,2A,2B,2B,1,2A,2B
705,accepted,,60617095cc775fd8,False,2B,1,1,2A,1,1,1,2B,2A
706,accepted,,6724da28b2d5bbdf,True,2A,1,1,2B,2A,2A,2B,1,2B
707,accepted,,99079e3c02551652,True,2A,1,1,2A,1,2A,2B,2A,2B
708,accepted,,109992f4a4cce8bc,True,2B,2A,1,2A,2A,2B,1,1,2B
709,accepted,,1ac066328dd4e8b3,True,1,2A,1,2A,1,2A,1,2B,2A
710,accepted,,9d5742e6503ac2f3,False,2A,2A,1,2A,2A,2A,1,2B,1
711,accepted,,6d06870a51e4350d,True,1,2B,1,2A,1,2A,2B,2A,1
712,accepted,,dedefce4b646cf72,False,1,2A,2B,2B,2B,2B,1,1,2A
713,accepted,,09eee509dc903d2a,True,2B,1,1,2B,1,2A,1,1,2B
714,accepted,,f637910fb4027bff,False,1,1,2B,2A,1,1,2B,2B,1
715,accepted,,bfd04b5f17772433,False,2A,1,2B,2B,2A,2B,2B,2B,1
716,accepted,,a20a4922ba2984f0,False,2B,2B,2B,2A,2A,2B,1,2A,1
717,accepted,,beee603fa4233263,False,2A,2A,2B,2B,1,2B,1,2A,2A
718,accepted,,06f5f5ab1879a506,False,2B,2B,1,2B,2B,1,1,2A,1
719,accepted,,b60895ffc7a1faaa,False,2B,2B,2B,2B,1,1,2B,2B,2B
720,accepted,,e508e16420394b68,False,2A,2A,2B,2A,1,1,2B,2A,1
721,accepted,,41dfc22ecb6990ca,False,2B,1,1,2B,1,1,1,2B,2B
722,accepted,,aa0ac41da27ed481,False,1,2A,1,2A,2A,2B,2B,2A,2A
723,accepted,,8f7ab6a83e5fecf3,False,2A,1,1,2B,2B,1,1,2A,2A
724,accepted,,dc39b29e4deafec9,False,2B,2B,1,2B,2A,1,1,1,2A
725,accepted,,018000577f0a85f1,False,2B,1,1,2A,2B,1,1,2B,1
726,accepted,,648b6b234dcb0d2f,False,1,1,1,2A,2A,2B,1,2A,1
727,accepted,,47dc1a93eff45392,True,2B,1,2B,2B,2B,2A,2B,2A,2A
728,accepted,,838293ba1645375a,False,1,2B,1,2A,2B,1,1,2B,1
729,accepted,,704fbe5658b36e76,False,2A,2A,2B,2B,2A,1,1,1,2A
730,accepted,,b2d5c6e1fec5f6f6,False,2B,1,2B,2B,2B,1,1,1,2B
731,accepted,,b887718d4cfe97ea,False,2A,1,2B,2B,2B,2A,1,1,2B
732,accepted,,879b31813a7125e0,True,2A,2A,2B,2B,1,2A,1,1,1
733,accepted,,d1ee93a9efdc9bc1,False,2A,1,2B,2B,2A,2A,1,1,2B
734,accepted,,0db52ebae8162c01,True,2B,2B,2B,2A,1,2B,1,1,2B
735,accepted,,bef33f07254c830e,False,1,1,1,2A,1,1,1,2B,1
736,accepted,,7d9c1bda9cabcea1,False,2B,2B,2B,2B,2B,2A,2B,1,2A
737,accepted,,26de1ad91e687fea,False,2A,2B,2B,2A,1,2A,1,1,2A
738,accepted,,09a6719b2967e0eb,False,2A,2B,1,2A,2B,2B,1,2B,1
739,accepted,,84c46683d2d5fee0,True,2A,2A,2B,2A,2B,2B,2B,2A,2A
740,accepted,,4c1d0226322b0a60,False,2B,1,1,2B,2A,2A,1,2A,2A
741,accepted,,a5fe8092bcd02008,True,2B,2A,2B,2B,2B,2A,1,2A,2B
742,accepted,,33aaadefbe9f2429,False,1,2A,1,2A,2A,1,2B,1,2B
743,accepted,,88a90e696098a126,True,1,2B,1,2A,2A,1,1,2B,1
744,accepted,,a6601a86e9527933,True,2A,2A,1,2B,2B,2A,1,1,2B
745,accepted,,f1ea8158c8939ce9,False,1,1,1,2B,2A,2A,1,2B,1
746,accepted,,daa4787fd1e6e87d,True,2B,1,2B,2B,2B,1,2B,2A,2B
747,accepted,,c98542192d33ae6e,False,1,1,2B,2B,1,2A,2B,2A,1
748,accepted,,bf0d18cc0bf5fd1b,True,1,2A,2B,2A,2A,1,1,2A,1
749,accepted,,cac1a3a25dd83342,False,2A,1,1,2B,1,1,1,2A,2A
750,accepted,,4c96f3ae06003cad,False,2A,1,2B,2A,2B,2A,2B,1,1
751,accepted,,c86b2561aa37c2bb,True,2A,2B,2B,2B,2A,2A,2B,2B,2A
752,accepted,,877e71b47136eee8,False,1,1,1,2A,2A,2B,2B,2B,1
753,accepted,,46ec7637072ccbd0,False,2A,1,1,2B,2A,2B,1,2B,2B
754,accepted,,88d9cb2d269ade00,False,1,2A,2B,2B,2A,2B,1,2B,1
755,accepted,,74693fc664992ef4,True,2A,1,1,2B,1,1,2B,2B,2A
756,accepted,,1ca42fda5163303e,False,2A,2B,2B,2B,2B,2B,1,2B,2B
757,accepted,,48f759b492169e3a,False,2A,2B,2B,2A,1,2B,1,2A,1
758,accepted,,869d4c2e19ba0567,True,2B,2B,1,2B,2A,2B,2B,1,2A
759,accepted,,5c230a1e3d7a981f,False,2A,2B,1,2A,1,1,2B,1,2B
760,accepted,,3e558ac19ad8cd68,False,2A,2B,2B,2A,2B,1,1,2A,2A
761,accepted,,0323ddf553a29efa,True,2A,1,1,2B,2B,2B,2B,2B,2A
762,accepted,,2359bb227eab55e3,False,1,2B,2B,2A,2B,2A,1,1,2A
763,accepted,,a6a84329b76d0ccd,False,2A,2A,2B,2A,2B,2A,1,2A,2A
764,accepted,,ea92749077b67566,False,1,2A,2B,2B,2B,2B,2B,2A,2A
765,accepted,,f8c9aa73ee51748d,False,1,1,2B,2A,2B,1,1,2A,1
766,accepted,,a22da7a0d0870853,True,2B,1,2B,2B,2B,2B,1,1,1
767,accepted,,a28588cc491ffe3a,True,1,2B,1,2A,2A,1,1,2B,2B
768,accepted,,3a873b6d2a18ca53,False,1,2B,1,2B,2B,2B,1,1,2A
769,accepted,,5f76e828026148d3,True,2A,1,1,2A,2B,2A,2B,2A,2B
770,accepted,,c340646b55e7cfbe,False,2A,2A,1,2A,1,1,2B,2A,2A
771,accepted,,a8410f3fe0dad805,False,2A,2B,2B,2A,2B,2B,1,2A,2B
772,accepted,,b307ff09499b2bc0,True,1,2A,1,2B,2A,2A,2B,2A,2B
773,accepted,,9b5cc8c99c3a39a5,True,2A,2A,1,2B,2B,2B,1,2B,2B
774,accepted,,9b5909e70200db37,True,2A,2B,2B,2B,2A,2B,2B,1,2B
775,accepted,,d01d1d5c32d21e40,False,2A,1,1,2B,2B,2B,1,2B,2B
776,accepted,,ff4699312b332f89,False,2B,2B,2B,2A,2A,1,2B,1,2A
777,accepted,,d39439ffa1a18b74,True,2A,2B,1,2B,2A,2B,2B,2B,2A
778,accepted,,cac59dfde282cb15,False,1,1,1,2A,2A,1,1,1,2A
779,accepted,,58d3b6aa05220ae0,False,2B,1,1,2B,1,1,1,2A,2A
780,accepted,,6b2b46b3f8ae39c4,False,1,2A,2B,2B,1,2B,2B,1,2B
781,accepted,,edebe21fdb4a9e64,False,2A,1,1,2B,2A,2B,1,1,2A
782,accepted,,3832857ca20739d4,False,1,2A,2B,2A,2A,2B,1,2A,1
783,accepted,,bc449128ab74c2ae,False,1,2A,2B,2B,1,2A,1,1,2B
784,accepted,,3c863afaba260c09,False,1,2A,2B,2A,2A,2A,1,1,1
785,accepted,,b74e96a2a0799171,False,2B,2A,2B,2A,1,1,2B,1,1
786,accepted,,9f9533ec6038070f,False,2A,2A,1,2A,1,2A,1,1,1
787,accepted,,2b1da97484aba73b,False,2A,2A,1,2B,1,1,2B,1,2B
788,accepted,,bcd0902b95aa444e,True,2A,2B,2B,2A,2A,1,1,2A,1
789,accepted,,525ae23c17c11f12,False,2A,2A,1,2B,2B,2A,1,2A,2A
790,accepted,,45a409e25de53d4a,True,2B,2A,2B,2A,1,1,1,2A,2B
791,accepted,,8ce5178753dc0770,False,2A,2B,1,2B,2B,1,1,1,2B
792,accepted,,489ecc961314f8f6,False,2A,1,2B,2A,1,2B,1,2B,2B
793,accepted,,727a089fa83cc9d2,False,2A,2B,2B,2A,2B,2B,1,2A,1
794,accepted,,0bc3e06339ba5b01,True,2B,1,1,2B,2A,2B,1,1,2A
795,accepted,,17ace9f6a7bdb5e8,False,2B,2B,1,2B,2A,1,1,1,1
796,accepted,,0edbe0beb31f7c3b,True,2A,2A,2B,2A,2A,2B,2B,2B,2B
797,accepted,,8be9d63d3c35f927,False,1,1,2B,2A,2B,2B,2B,1,1
798,accepted,,3d4ca44038dbda2b,False,1,2B,2B,2B,2A,1,2B,2A,1
799,accepted,,784d4455cc90dbcb,False,2A,1,2B,2A,2B,1,1,1,2A
800,accepted,,c1bbb2f813a90cda,False,2B,1,2B,2A,2A,2A,1,1,1
801,accepted,,55f6b020c6634994,False,2A,1,2B,2A,2A,1,2B,2B,2A
802,accepted,,e65b3da5da0679c6,True,1,1,2B,2B,2A,2B,2B,2A,2B
803,accepted,,6574529b7e1994d9,False,2B,2A,2B,2B,2A,2B,1,2A,2B
804,accepted,,41efd8bb65b71654,True,2B,2A,1,2A,2B,1,2B,1,1
805,accepted,,53d1cc2fcdd32094,False,2A,2B,2B,2B,1,2A,1,2B,2A
806,accepted,,7e8eefe11d9f064b,False,2A,2B,1,2A,2B,1,1,2A,1
807,accepted,,e4d855985a37b298,False,1,1,2B,2A,1,1,2B,1,2A
808,accepted,,49edc2157717fdd7,True,2B,2B,1,2B,1,2B,1,2A,2A
809,accepted,,040ce15b09451ee2,True,1,2B,2B,2B,1,2B,2B,2B,2B
810,accepted,,c3330d9343aebc9a,False,1,2A,2B,2B,2B,2A,2B,2A,2A
811,accepted,,469f68f403b437ce,True,1,2B,2B,2B,1,2B,1,1,2A
812,accepted,,7ea7255facf43e67,False,2A,2A,2B,2B,2A,2A,2B,1,1
813,accepted,,c8cdc8059acf6838,False,2A,1,2B,2A,2A,1,1,1,2B
814,accepted,,f0c93df5299fb5dd,True,1,2A,2B,2B,2B,1,2B,2A,2B
815,accepted,,5818e0e6ece7edb0,False,2A,2B,2B,2B,2A,1,1,1,2A
816,accepted,,b211d97dee66f055,True,1,1,1,2A,1,2B,2B,1,2B
817,accepted,,a8e39b229152da43,False,2B,1,1,2B,1,2B,1,2B,2B
818,accepted,,41be34d628e1f209,False,2A,1,2B,2A,2A,2B,1,1,2B
819,accepted,,dbb43600f8d6be33,True,1,2A,2B,2A,1,2B,2B,2A,1
820,accepted,,bee7e694f2f5d4b4,False,1,2A,2B,2B,2A,1,1,2B,1
821,accepted,,3880873dd40798ed,False,2B,1,2B,2A,1,1,2B,1,2B
822,accepted,,297d3bcc4e65123d,False,2B,2A,2B,2A,2B,2A,1,1,2A
823,accepted,,427b91a268a96e2a,False,1,2A,1,2A,2B,2A,2B,2A,2B
824,accepted,,14eeadf26b041817,False,2B,2A,2B,2A,1,1,2B,1,2B
825,accepted,,420fea5c15cdb576,False,2B,2A,2B,2B,2B,2B,2B,1,2B
826,accepted,,5344080580bd8860,False,1,2B,2B,2A,2B,2A,1,2A,1
827,accepted,,ed1bf715c4baccf3,True,2A,1,2B,2B,2B,2B,1,2A,2A
828,accepted,,9a57bc75eb8c73a3,True,2B,2A,2B,2A,2B,2A,1,2A,1
829,accepted,,21fe904f8da11f29,False,2A,2B,1,2B,2A,2A,1,2A,2A
830,accepted,,297484528b45e23c,False,1,2A,2B,2A,2A,2A,2B,1,1
831,accepted,,b07dc7bce868cdeb,True,2B,2A,1,2A,2B,2B,2B,1,1
832,accepted,,1f4935b3afc0c5fb,True,2A,2B,1,2B,2A,1,2B,2B,2A
833,accepted,,b333c45a7e6d1b80,False,1,2A,1,2A,2B,1,1,2B,2A
834,accepted,,a387329290219c11,False,2A,2A,1,2A,1,2A,2B,2A,2B
835,accepted,,6a4922b0d4f2c359,False,1,1,1,2B,2A,1,1,2B,2A
836,accepted,,b9fde17e9bd052a0,True,2B,1,2B,2A,1,2A,1,2A,2A
837,accepted,,ed2265d0b7fbf4a3,False,2A,2A,2B,2A,2A,2B,2B,2A,2A
838,accepted,,1904eb7971849eaf,True,2A,2B,2B,2B,1,2A,2B,1,1
839,accepted,,b77f04b3c5ec94fb,False,2A,2A,2B,2B,2A,2A,1,1,2B
840,accepted,,f34d9ed25a2e82c9,False,1,2A,1,2A,2B,2A,2B,2B,2B
841,accepted,,9fbceaea1184eb3c,False,1,2B,2B,2A,2B,1,2B,2A,1
842,accepted,,461c9c7d9db98beb,True,1,2B,1,2B,1,1,2B,1,2A
843,accepted,,1063d584a4b626da,False,1,2A,1,2B,2A,2A,1,2B,1
844,accepted,,1d59c370388dee02,True,2B,2B,1,2B,1,1,2B,2B,2A
845,accepted,,980dd277f8c2935a,False,2A,2B,1,2A,1,1,2B,2B,2A
846,accepted,,31796b986e62a08d,False,2B,1,2B,2A,2A,2A,1,2B,2A
847,accepted,,a65271df779403f9,True,2B,2B,2B,2A,2B,2A,1,2A,2A
848,accepted,,e95f23dd5253ba30,False,2A,2A,1,2B,2A,2A,1,2A,2B
849,accepted,,efe095376d18195b,False,2B,2B,2B,2B,2A,1,1,2B,1
850,accepted,,f2008f9d3bcfd8b5,True,2B,1,1,2B,1,2A,2B,2B,2B
851,accepted,,c7835bae22ab6b70,False,2A,2A,1,2B,1,2A,1,1,2B
852,accepted,,0367c8ce4cf8fa7c,False,2A,1,2B,2A,2A,2B,2B,1,2A
853,accepted,,0426ea9c63e030b6,True,2A,1,1,2A,1,2A,2B,1,1
854,accepted,,843f515903e2f6f8,False,1,2B,2B,2B,2A,1,1,2B,2B
855,accepted,,fdd8d57bc120347b,False,2B,2A,2B,2B,2B,2A,2B,1,1
856,accepted,,d7cc75d8d9cb1f21,False,2A,2A,1,2B,2B,1,2B,2B,2B
857,accepted,,2c034d3d226a4021,False,2A,2B,2B,2B,2B,2A,2B,1,2B
858,accepted,,d3910c435067b2a4,True,2A,1,2B,2B,1,1,2B,1,1
859,accepted,,702f5e224b118731,False,1,2B,2B,2B,2A,1,1,2B,2A
860,accepted,,fc14df49ed08e86b,True,2A,1,1,2A,2B,2A,1,2B,2B
861,accepted,,f6fa6e69d6310ee5,True,2B,2B,2B,2B,2B,2A,1,1,2B
862,accepted,,5a5056915c9ccf2d,True,1,2B,1,2B,1,2B,2B,2A,2B
863,accepted,,4c914f51c3acc093,True,2A,2A,2B,2B,2A,2B,2B,2A,2A
864,accepted,,8a6c2edcdcc4c9d3,False,1,2A,1,2A,2A,1,2B,1,1
865,accepted,,d80816cebd513ecc,False,2A,2B,2B,2A,2A,2B,2B,1,2A
866,accepted,,1a12797be72f9ad4,True,2B,2B,1,2B,1,2B,2B,2A,1
867,accepted,,87f7456ac6920a60,False,1,2A,2B,2A,2A,1,1,2A,2A
868,accepted,,0f9b64d6561866bb,False,2B,1,2B,2A,2B,2A,2B,2A,1
869,accepted,,7715bc5910afcab2,False,2A,2A,1,2A,1,2B,2B,2A,2B
870,accepted,,90680b4b2002792b,False,2B,1,1,2A,2B,2B,2B,1,2A
871,accepted,,42ef3334d04fbead,False,1,2A,2B,2A,2A,2A,2B,2B,2B
872,accepted,,e902cb7fa1bb651c,True,2B,2A,1,2A,1,2B,2B,2B,1
873,accepted,,66333baaa1308782,False,2A,2B,2B,2B,2B,2A,1,1,2B
874,accepted,,a85c19101f92747b,True,2B,2A,1,2B,1,2B,2B,2A,2B
875,accepted,,3510c841067e5f20,False,1,2A,2B,2B,1,2A,2B,2A,2A
876,accepted,,88683068c73c47ca,True,1,2A,1,2B,2B,2B,1,1,2A
877,accepted,,feac4c46d3d574f9,True,2A,1,2B,2B,2A,2A,1,1,1
878,accepted,,58ee7d4c18282648,False,1,2B,2B,2B,2B,2B,1,2A,1
879,accepted,,9028251dbb0538bf,False,1,2B,1,2B,1,2A,2B,1,2B
880,accepted,,ef7f970eda8b4878,False,2B,2B,2B,2B,2A,2A,2B,1,1
881,accepted,,dff7e624d76e0d59,False,1,1,1,2A,1,1,2B,2A,2B
882,accepted,,399654230848fe15,False,2B,2B,1,2A,1,1,2B,2B,2A
883,accepted,,c06edc615b49ef7a,False,1,2B,1,2A,2A,2A,1,2A,2B
884,accepted,,9d115cd616df38da,True,2A,1,1,2B,1,2A,1,1,2A
885,accepted,,077ba89fc7f28602,False,2A,2A,2B,2A,2A,2B,1,2A,2B
886,accepted,,4bdec5e6ac8b91c0,False,1,2A,2B,2A,2A,2B,1,2A,1
887,accepted,,b0180e208733cddc,True,2B,1,1,2A,2A,2A,2B,2A,2B
888,accepted,,a734621cb049f088,True,2B,2B,2B,2B,1,1,2B,1,2A
889,accepted,,1eb99e6cd62cf171,False,2A,2A,2B,2A,2B,1,1,2B,2A
890,accepted,,97d605eb6140f079,False,1,1,2B,2B,2B,2A,1,1,2B
891,accepted,,e8ff5ed810258fd2,True,1,2A,2B,2B,1,1,1,2B,2B
892,accepted,,4c66803723481581,False,1,2B,2B,2A,2B,2B,2B,2B,2A
893,accepted,,87da1f65a6c558a8,False,2A,2A,2B,2A,2A,2A,2B,2A,2A
894,accepted,,19a6a964e469f49a,False,2A,2A,1,2A,2A,1,2B,1,1
895,accepted,,7d2510ae1cdad34e,False,1,2B,1,2A,2B,1,1,2B,2B
896,accepted,,a62d598e6fd2740d,True,1,1,2B,2B,2A,1,2B,2B,1
897,accepted,,120be026f582c9f2,True,2B,2B,1,2B,2A,2B,2B,2B,2B
898,accepted,,3121219a2e783bf7,False,2B,2A,1,2A,2B,2B,1,2A,1
899,accepted,,66368ab75864b594,False,1,1,1,2A,2B,2A,1,1,1
900,accepted,,906d30c29e4c1ce5,True,1,2B,2B,2A,2A,2B,1,2B,2B
901,accepted,,72dea0a6fb604af6,False,2A,2B,2B,2B,2B,2B,1,2B,2A
902,accepted,,d9b32d85f5d75ca5,False,2B,2B,2B,2B,2A,2A,2B,1,2B
903,accepted,,18c4a9c76ca1d6cb,True,2A,2B,1,2A,1,2A,1,2B,2A
904,accepted,,4e73907b62a415e5,False,2A,2A,2B,2A,2A,2B,2B,2A,2A
905,accepted,,73cd1598e92118c8,False,1,1,1,2B,2B,2B,2B,2B,2B
906,accepted,,5bb792428b4d1cdb,False,1,2A,1,2A,2B,2A,2B,1,2B
907,accepted,,e06cd881b4eb8a14,False,2B,1,2B,2A,2B,1,1,2B,2B
908,accepted,,dd56a79f32027633,False,1,2B,1,2A,1,1,2B,1,2A
909,accepted,,9640436c5e1201f0,False,1,1,2B,2A,1,1,1,2A,1
910,accepted,,89c35b4764b14db3,True,2B,2A,2B,2B,2A,2A,1,2A,2A
911,accepted,,1d672523927e14b5,False,1,1,2B,2A,1,2B,1,1,2A
912,accepted,,b9416598e2f9255a,False,2A,1,1,2A,2B,2B,1,1,2B
913,accepted,,61273c6e91817d0d,True,1,2A,1,2B,2A,1,1,2B,2B
914,accepted,,7524134a34a09300,False,2A,2B,2B,2A,2A,2B,2B,1,2B
915,accepted,,1e27a7668dbd6274,True,1,2B,1,2B,1,2A,2B,2A,1
916,accepted,,c051f38f0263f7c1,False,1,1,2B,2A,2A,1,2B,1,1
917,accepted,,5c9a6905649a3b76,False,1,2A,1,2A,2B,2A,2B,2A,2B
918,accepted,,989fc04727fc9fc2,False,1,2A,2B,2B,2A,2B,2B,1,1
919,accepted,,7b609a5e0223aaa5,False,2A,1,2B,2A,2B,2B,1,1,2A
920,accepted,,fe35e87ca5ec7f20,False,1,2A,2B,2A,1,2B,2B,2B,1
921,accepted,,379df626597e3890,True,1,2B,1,2A,2A,1,1,2A,1
922,accepted,,349e821300ff64c0,True,1,2A,2B,2A,2B,1,2B,1,2A
923,accepted,,7d64f0b04c77331a,False,1,1,1,2A,2A,2B,2B,1,2B
924,accepted,,afa9e66dc46f9154,True,2A,1,2B,2B,2A,2B,2B,2B,2B
925,accepted,,4058c833cbfc6d5e,True,1,2A,1,2B,1,2A,2B,2A,1
926,accepted,,8e948bc924443cab,True,2B,2B,1,2A,2A,1,2B,2B,1
927,accepted,,4642fb6fd27d8f1c,False,2A,2B,1,2B,2A,1,2B,2B,1
928,accepted,,625bfa441873ca13,False,2B,1,1,2A,1,2B,1,1,2B
